Gene_Symbol,GC10_P,GC10_T,GC01_P,GC01_T,GC02_P,GC02_T,GC03_P,GC03_T,GC04_P,GC04_T,GC05_P,GC05_T,GC07_P1,GC07_P2,GC07_T,GC08_P,GC08_T1,GC08_T2,GC09_P,GC09_T
AC003991.3,3.8273835832178,2.58970134222022,3.1348033368173,6.50627988566363,1.74416200548552,0.0,1.71341701179135,2.69297603083625,1.00710561954032,13.4794058598955,1.60409880868219,0.87311123883965,1.34347822414508,0.0,0.939593526302955,1.13841858788617,3.15512183821112,0.0,3.89731554418329,0.791420027785584
RP6-109B7.2,0.0,0.0,3.09786141920539,0.869083486970407,2.46697948635376,1.58331664407198,9.01784023832199,1.00398942846458,6.4103162919739,0.0,5.10025137955665,6.50508401558638,2.62444672200367,5.10276951758525,0.0,3.00630423734902,1.47010226815351,1.73245902562927,0.0,0.831636248652733
RP11-432J22.2,0.925784866590716,6.02800212195907,0.0,3.0482560629001,0.709923629620008,2.74320558078452,1.62100884774448,0.902422813444456,4.72908418089275,1.6940297075557,13.679406857355,2.45224326855077,0.0,0.0,6.25723495007391,0.0,1.94227305829093,0.756844328655359,0.830411433533592,3.74720667585052
RPS12P3,1.20002093274327,2.246022187548,2.31353970814641,4.88803753796895,0.726211602223186,1.41312580590638,1.85646677343254,1.03495793204096,1.03846070379144,1.64697864791841,1.66619899205244,7.94533778438352,0.0,1.71864738312379,1.05883101233326,1.88871493302188,2.09938607088967,1.60116528863933,5.56654915277942,0.0
TRBV5-4,1.06809170619714,5.78800943008766,4.28851931739355,4.16374544921514,1.53369833158119,1.48441275610566,0.0,0.0,3.12324834021542,0.0,1.66182599264556,10.7453912107004,1.30921378078876,5.05589311048595,9.03531402190147,0.0,0.709904756815303,1.64991045053046,2.75310876902551,4.17393523306395
KIR3DX1,6.20136730728294,0.403057120725794,1.49183060095815,4.87879526133997,2.39640712446694,4.8955811173441,0.0,0.0,0.0,10.3487314252433,6.60594076031696,2.0601992266296,0.0,0.0,0.0,0.0,25.6434250657531,0.0,2.18739008612653,1.81819844232313
RP11-139H15.6,3.63839750718921,0.0,1.16982458986198,0.0,0.0,2.1574935963111,0.0,1.04922370592533,1.05454574385663,1.68013226863477,1.69133946198299,3.58741296323496,4.09213593626175,5.22831821544927,0.0,1.91950035725332,2.1334113818014,1.62829227889655,2.82341370689222,0.0
RP11-168F16.1,8.60033563364166,1.09782554369855,1.01350063860622,12.2068689624688,1.66290268519746,0.798771329759603,1.78763744337262,4.97526974490445,3.2005758955815,10.2302517753365,0.0,0.0,7.81079990555165,6.76170611923547,0.0,0.0,0.0,0.870662295781411,1.85768765334253,1.64547343442727
MAB21L2,0.0,1.0997744074357,3.04296368861805,1.74341387428767,1.66186884967246,0.0,8.94123658173717,1.99079330851008,0.0,6.13112285065661,2.54411839563286,1.86148192953531,11.7196929813312,5.07235701643138,0.0,0.0,0.0,0.0,0.0,1.64618350116321
RP11-85I17.2,0.0,3.3525320025927,8.1767243183022,5.22283304235314,1.65416345833548,0.795345601829635,1.79468795806996,0.999009610460352,1.06739941379515,6.07559063953561,2.54645816701005,1.86002905311365,1.30639507866611,3.39000015580195,0.0,1.00341365901234,6.61835786804574,0.0,0.0,1.65339678222074
AQP8,11.7291219611477,0.565904451729302,11.2955664744884,2.60127586729057,0.0,0.790510108844595,10.7770755306459,1.99973230895059,0.0,4.00593427521327,12.1253986385016,0.0,1.30702337364706,3.38927205580203,0.0,0.0,0.733131658019501,3.45792572585213,0.0,4.13997273585536
ABCA17P,3.31238473568654,1.46786852264305,0.0,0.0,0.708151700670368,0.932303819501274,10.6278210288577,0.692830149310986,0.91349459474183,77.9407516574576,15.6964558272699,0.796010875464162,3.44605973671186,4.35105074615888,18.5144259946628,3.43546259997377,0.629400557794191,1.8384433937317,0.796279800386525,2.82902956862047
KHDRBS2,0.958006040995349,0.550871494102575,2.02956308906888,3.48334271767734,1.65934208144007,0.797254322406443,5.36370529944829,0.0,3.19832368572199,0.0,6.78008709104116,15.6115630987362,1.30185917259423,3.38031731144186,1.9399473153777,0.0,0.0,0.869395004982767,3.71397049093418,1.64607074834448
HSPD1P6,0.684735753911994,1.18471139372545,7.04657327950243,3.07925580174388,4.30996807616538,15.8539777584852,0.0,2.11973685860037,0.755088587116751,8.9015516865679,0.0,2.63180815433324,0.0,0.0,5.51901775316516,0.0,0.520242276652694,20.7448841890539,0.658222397623888,19.0433189341032
ATP5MC1P4,2.28310168293026,26.1113773282785,4.44647458095227,8.12196015145819,3.66626744162547,1.42336239046063,0.0,1.01226917742247,0.0,0.0,0.822726062663546,0.87742369160325,0.0,0.0,7.18775610298359,1.88095262571563,2.0883300105277,2.40251536843756,0.912979430684033,5.0482146460033
RP11-1406H17.2,0.0,4.17688309612925,4.67045882830328,1.85782307703694,0.0,1.69731847184947,1.51584717603429,0.84378168451238,3.41745100840948,22.0254827488613,3.62356813824743,1.77432816575485,1.39436645198814,0.0,1.64603956661819,0.0,1.56954265218508,1.65623636086504,3.97252814752016,0.882409195563942
LINC01638,2.93567769088367,0.580931860014112,0.0,6.12085654485532,4.28878952548046,12.4789949863118,1.70275044104979,9.76461004820959,0.991542671062366,2.22393845959893,1.58098387835783,0.0,0.0,1.59567383450978,2.82122584857624,0.0,0.906103422672069,0.0,3.48470287733107,28.3962084604898
CATSPERZ,0.0,0.565617596219433,3.98445359463981,0.0,2.43906190437492,0.587771430435813,3.43690274903125,1.91330598835907,0.0,0.0,3.21363230286781,0.0,2.95475034695696,0.0,0.0,2.8237982758829,1.38362766773528,2.97766413802803,2.65097297623005,3.17564918277548
BRCC3P1,1.98756696594613,0.579190631995693,4.14349004103322,3.44653304143582,3.24784012736385,0.0,0.0,3.00557513863485,2.12373482399925,13.7621156278024,0.845274086809945,2.76623155297316,1.30877392352077,0.0,0.0,1.9875862835676,0.0,0.857972089090922,4.64259251299216,0.0
KEL,1.56261242672462,8.34425270177605,1.65617318799059,16.3630680852427,14.9281592233648,4.5606421870073,2.04705418316647,0.0,0.870752674485905,0.0,2.07653088739361,0.0,1.06294049028353,2.76021486392978,105.365949645623,1.63982996114079,0.0,0.992488352528792,0.0,4.70325435625187
TLCD3B,0.775491133471835,7.10759691267661,2.07390064716872,3.3234171220853,0.0,1.57286315380735,3.63632944374937,5.06043971360057,4.32074150133576,35.1154077965258,1.71821475530878,0.0,1.3233105893396,0.0,7.70589932426367,0.806024285886819,1.48781252694763,8.93206233198843,0.0,0.837744002739454
RP11-54O7.1,0.95429907106558,1.64351129779255,77.9912728768358,54.1050021089488,0.832599432758608,0.0,91.1726378288453,69.6558508190271,2.13485684799703,6.15113476179109,7.63571424196481,0.931593723283681,0.0,0.0,0.0,1.0056510108457,0.0,1.74302494676572,2.78748682185946,1.64532247743918
RP11-236L14.1,12.6178605713754,7.41072603024329,1.0233642017718,0.0,0.826355659763638,1.58953217282515,14.3653166956132,10.9951389556737,22.4156654401443,16.1750156291141,1.69777591916421,0.929816664010104,24.8334222441258,25.4339634241537,23.4346861132306,1.00312846947663,0.0,0.0,0.0,0.827259766341189
LUNAR1,1.75429991350358,9.43592802452132,1.83209033255432,1.52940233230935,2.37259235220859,0.0,1.04721948869098,2.91458375545163,1.88337581054476,13.1271979261081,0.993195121198751,1.09001777698508,0.0,0.990124411134342,2.30974833703352,1.76383225911838,0.0,0.0,1.88993141847956,0.964039091690441
RP11-766N7.5,1.89403376689358,0.0,4.03393198610725,0.0,1.67309142561714,1.60605602414254,28.5634333129996,6.95576288043578,16.0254619999421,0.0,1.69781537318046,1.86662557553811,0.0,10.1388829144348,5.79553750226903,0.0,0.0,0.0,0.0,0.0
CTD-2527I21.14,1.06372575612385,2.57176913637131,5.31625131877285,12.2911221915522,0.0,0.0,3.56578423965139,1.98545145850805,2.05208968323109,0.0,3.27661032626686,0.8815880331498,1.2932586132743,4.99083597934185,5.96320488738972,0.0,0.699034288775969,0.811273390099786,3.62106423060128,0.0
RP1-197B17.5,2.1512055858538,3.25727222260381,2.14533548868632,1.64625400848543,0.755009043006848,0.0,0.0,0.99950644718612,0.0,0.0,1.64746465737057,1.77169063182806,3.90570728725005,5.02238705082867,5.00851722230852,0.951592884339681,0.702479680416281,1.6293928605769,0.0,2.491318027832
RPL7P32,2.05372439150939,0.0,3.17606507889654,0.0,0.807532800201078,1.55888236576803,5.46735324238789,5.07278376084943,2.13604651306656,1.93779471294973,5.95604951005164,0.0,0.0,0.0,0.0,2.98748373079325,5.85731749091675,1.71581707099785,0.936223253902257,0.0
CTC-510F12.7,2.23673232683838,0.0,3.32093183198958,4.18848464388095,0.764895924625038,0.741204290788009,1.84006780528215,3.07417545315379,2.10569449124166,0.0,2.52351016720659,2.7073359613806,1.33422835566434,5.14089565279148,0.0,0.0,1.43166298760999,0.828275478052448,3.72368873045078,0.0
CROCCP4,4.11308577612759,1.84753471167741,1.03822163468271,0.815184355353578,3.01333403535772,2.91482202987941,1.75641456024569,5.86736161337532,3.05049824610949,0.0,2.43370536573255,1.14499918476729,2.5494539327524,1.64246643185476,0.974492851662836,0.0,0.0,0.0,0.0,1.62490271527852
ARMC3,0.0,37.3203968746201,0.733157421839423,5.03855742249861,0.0,2.31943544255859,0.0,9.72287680019071,5.06755155231576,12.0601824822982,0.0,0.672491790111487,0.0,1.22182910344933,156.4094537058,67.3814865064309,0.468409451837842,0.642377775888794,2.04293010296585,94.8557379420678
TH,1.73506833203326,0.0,1.64468174504936,3.51094568877467,0.0,0.0,0.0,0.990524167538255,1.0575755984146,3.55310525780178,2.05278228103763,2.76353492171059,1.93823431694512,0.0,0.967747316521861,1.61875600228795,2.37222038992775,1.40146410874783,1.84443774650705,1.99728954334334
P2RY4,0.962293272960758,1.1078431279208,2.03604581064265,4.35704556050359,4.14732917158543,0.797251530102985,1.79159130678253,3.98908113392416,3.20217022640999,4.07215615071322,0.0,1.86136899473421,1.30441083229851,0.0,0.0,3.01310711271097,1.47159466592964,3.47912320630026,0.0,0.0
RP11-427I6.5,0.955572592866184,9.33030483959918,5.06806378133005,11.3391849339067,1.66368138236643,1.59824999681226,0.0,6.96695693791874,0.0,4.09455331624199,0.848273499451746,0.931228818940643,1.30211018799652,0.0,2.90811946843676,0.0,5.88893356294591,13.0651067092795,0.0,2.46871609257489
PEX5L,1.72188163793025,1.47811789709315,8.25532005219818,9.55596879871668,3.80937394563715,2.19383877384359,0.0,0.0,3.88982446362438,103.378015919385,3.09067057982504,9.34612505497048,1.18338107843056,1.53779390479388,0.878709395676311,0.917514322897776,0.0,0.795801878029693,4.22825523684524,0.747035789506576
CTD-3138B18.6,0.0,2.59816561350019,1.08553895772289,3.38076934333493,0.0,0.753794970141311,9.14597213693089,6.11063925187652,3.16830546346958,5.50451645602655,4.21416790761247,1.81732607332315,2.65439422583214,0.0,0.0,0.976713506246922,1.44067954329649,0.0,5.58421539593412,0.0
WARS2-IT1,0.0,1.10882639871108,3.05737458272569,4.36268131617304,1.66120256500838,1.59665339205878,3.58739832104517,5.99065769199866,0.0,18.3516928314214,4.24837795756944,0.931874489547904,0.0,5.08547526522702,0.0,3.01698888297108,0.0,0.870921394315896,3.72420002241402,0.0
KAAG1,0.975549761123506,2.25631624482044,0.0,4.34706487429691,5.77125294128152,11.1054268041235,0.0,1.00085798789036,0.0,6.0401982418249,0.0,14.867862624557,0.0,0.0,4.89341795404574,7.01629341281774,10.2882665589232,6.06910722674918,0.0,0.0
SEC24AP1,0.0,1.13389756831808,3.07990577968072,6.9200517780671,0.0,2.36450520279586,1.79401063851661,0.998665692197516,4.25249536726285,5.98365159971731,2.53744309331696,1.84973397374948,1.30532897244242,0.0,1.95563584339652,0.0,1.46304757862611,0.0,3.71236756238334,0.827150117655382
RP3-393E18.2,2.88013281772182,0.552715832642493,0.0,8.68870372632989,0.0,0.0,1.78675167796117,0.994577533077896,4.25747210487171,10.1474221371632,0.0,0.0,2.60173364946204,0.0,2.91019122171062,0.0,1.46736298503929,6.07053037052222,1.8546562374023,2.46813538523575
PIK3IP1-DT,0.0,2.85043223029797,0.0,1.86035076978409,0.983525101262602,1.10659285652255,2.47183513618661,0.746603464935031,1.39135934087339,2.24768720197022,3.89229263309977,11.0132281153954,0.0,4.58092897239715,0.745281618849959,1.26922326231118,11.1102590905178,10.9652501770861,0.0,4.34210400540554
RP11-261C10.5,1.02267212043333,5.43398606035086,1.04979425908342,12.7351572214303,1.58474626157378,0.0,0.0,6.014506741202,1.05249984662485,3.79014352295535,5.03247415861463,7.28253342252907,2.61610919918567,0.0,0.0,0.0,2.88356830072304,0.0,2.77048602448365,1.66474388924343
RP11-732M18.6,0.0,1.10800297288242,3.05582132002288,7.8508324294719,2.4913974970252,1.59635397141449,0.0,0.0,0.0,10.1949997452508,0.0,7.45296955313067,1.30545476584719,0.0,0.973242429138609,9.0486119465543,27.2515419958879,3.48287603064395,67.0127110305077,1.65104910958941
RP11-103J8.1,0.0,0.0,1.33187441890055,2.96090789790666,0.0,0.258990980758789,0.0,0.0,0.0,4.80807514971826,1.53150294504107,1.75343532002915,2.59174097339573,7.20066527824894,0.0,2.56423851276534,9.73614734108208,3.44395791654123,8.97283923469243,1.71511354264489
CTC-281F24.1,1.99843936603645,1.16758446154273,0.0,0.0,0.808020976008593,1.55813567874687,0.0,2.00384129305391,4.23983847544388,5.85480705665094,1.68788611810808,3.67878026136684,2.61709238113821,1.69374120800752,2.956516014124,0.0,0.0,0.855048839978442,0.0,3.32412727509713
MCHR1,1.12387473757042,0.0,3.27448960738403,4.14590658648383,7.66352733432941,0.940458811740884,1.05183511385846,3.51289585580053,5.1710860630891,14.2440357503145,0.998115426618733,2.73949335373024,1.53198112753937,0.994711741177065,1.71057817526286,0.59143076652332,1.29929385452075,2.62118887533312,10.2003211174074,0.0
PRR7-AS1,3.02819259004942,1.47440592340293,5.80869870524462,5.55751562334039,0.0,1.15027667155766,3.01058852272706,2.68163899305916,0.0,0.944913088802505,1.76770127451288,2.86896618134227,0.0,0.0,0.0,0.485754718566115,2.55461342702814,0.814105993611948,3.92339298389685,2.50128666866853
GRPR,2.872294121872,2.75198100096845,7.10147010065233,0.0,0.83015080919679,1.59533315559411,0.0,0.0,0.0,10.2047419969925,0.0,2.79057359297625,2.60378570047564,1.69028940693989,1.93963741402355,0.0,1.47068244275048,4.3487355025743,0.0,1.645981372118
RP5-981L23.7,1.75446700841,0.0,1.76759040075271,6.10777066646084,37.9142010760627,20.3052425317526,3.1234279376561,0.0,2.82090073753048,0.0,1.48349176403471,0.81487680761244,1.13746847371929,4.43259690399921,10.9960179506812,1.82993791149138,0.0,0.762638784526307,0.0,0.0
CPNE9,2.93305459728965,1.39660027284245,1.23804563397171,0.878883584593399,1.67317926177021,4.26829884567502,1.80692814293922,0.0,0.0,0.0,4.45152026231933,5.03297341463737,1.5739142214663,0.0,0.490457624687332,0.0,24.4036357551667,7.22479656234043,7.70708095773746,1.66394494943378
SLC45A2,0.951141783152983,2.44994547079848,0.0,4.38306894010483,0.0,0.0,9.33362918040355,1.6665002689518,2.73765083089706,17.0162233289261,0.0,0.0,6.47544240236082,4.24193216351081,0.813413060294524,1.56995636387308,0.0,3.94767602045766,1.55267828603894,5.02513269093847
RP1-78O14.1,8.3248673444487,1.73619874072295,0.795843711594805,7.90591132641677,2.58483765714897,1.86379087121674,0.0,0.0,1.66554892178964,6.33705909709458,1.98650241627378,2.9034067616037,0.0,0.0,0.0,1.56645620480271,1.14779642703436,0.0,0.725755487321712,7.08718776787485
CTD-2622I13.3,0.0,1.21595703635932,7.38609554545838,3.40723619063056,3.97248225989938,1.53468197049139,3.61661291912953,1.00670373532537,2.11273630287992,0.0,0.841882556176503,4.56716876257394,1.31355391467378,1.69663745247891,1.99254224284486,0.983232092920618,3.61698618580794,0.84619388458155,5.56248971760616,0.835980029168961
RP11-553L6.2,0.0,1.13540202355491,2.62379865286727,4.06871502937948,4.77880115370893,4.61260681699184,0.0,0.515523913766316,3.16040544143738,1.06211588492697,10.4470052474441,15.0782634569107,0.674485930567415,0.0,0.0,2.08390163475913,1.14444718163633,0.0,5.6227541705225,17.4456666695542
RP11-536C5.2,0.0,0.0,16.3222278448024,0.0,6.62819045119218,1.59414743502453,0.0,2.00972210970978,1.07199732539342,8.09720155189673,6.82114596191897,5.60050105997756,6.5689328023898,6.81586225426802,0.982348419085976,1.00687781992641,0.0,0.0,6.45631086613316,1.63110620108805
LINC01356,3.39242475063815,2.44685511588502,0.0,4.79055568190647,5.70904288829669,0.0,0.0,2.57161136730353,0.0,9.37067956466103,1.54661088389132,1.17371983541634,1.67850771053317,2.17048833976734,0.0,6.6695858015595,0.0,1.08934986484743,5.22622386929878,1.22825901587553
C10orf67,0.65846350782082,1.72700750008282,1.49647384046272,0.686292316791645,0.0,3.75214101674336,0.0,7.60203701921827,3.39277159340219,6.4110691791325,0.0,3.72166761697685,0.0,1.33033451850026,13.4486834923762,5.27881900490879,7.15127751311583,1.328274648283,2.76687303051296,1.13569416406725
RP11-752G15.10,0.0,3.57406466891637,4.17201687262578,3.39732432527616,0.0,1.53384026051015,1.79463472393885,0.999075988281251,3.15412899781003,0.0,0.0,3.64088640161292,0.0,1.68562285854425,0.0,0.0,3.60336166946384,0.0,1.8434843697224,2.48809550684709
DNAH17-AS1,0.0,33.9948364766776,5.04862043339361,7.04973014506884,1.92065842110903,1.44523274194219,0.0,1.29617662560817,2.53017407226334,14.1784980729548,0.0,0.607959854637299,0.0,0.0,9.58696669941089,0.656414671858814,1.77187342036964,2.01128868646753,2.14578013021386,0.0
MLIP,0.0,0.0,0.0,2.0717764755965,3.35514278347058,0.0,0.0,1.14941401736331,0.0,12.8438267160626,2.34023122945457,1.11745558778355,0.0,2.03481498432612,4.06973342643548,45.336035706854,4.28895900109549,1.18197846451606,38.9196167779084,6.78297520511577
AC104024.1,1.9226253798814,0.0,4.07103768779244,0.0,4.15474951588109,3.99281028859765,1.79233128741712,0.0,1.06837770235837,2.04123850573082,0.849353357700612,0.931748266339202,1.30502996252461,0.0,1.94525623105596,1.00558654891921,1.47321363005237,1.7419574162494,8.37533796102076,2.47544078012082
VGLL1,2.35470954244201,6.14766037286443,3.1495620632852,1.03692540269381,2.099606875856,0.0,0.0,8.81030654552751,2.93140794882332,14.5289466678727,1.0145879055607,4.98996800510206,0.783411125635166,0.0,536.419054024932,0.0,0.43856689509185,0.0,1.11352894390113,32.7748494554606
AC007952.6,2.86979458144082,0.554712625549611,2.00623742334706,3.37597358451652,1.59700043884943,3.07497132307484,0.0,0.0,0.0,0.0,2.47669960106139,3.60995427234712,0.0,0.0,3.82061693072608,0.0,16.0936728219365,5.04720137746665,0.905984284160496,1.61557164930426
LINC00968,0.732167720991474,4.9384995741681,0.0,1.99745832516371,1.86204111147315,1.21920895113165,0.0,3.0431853756155,0.0,1.52593869596043,10.9813985794477,0.0,0.0,0.0,12.5322924370039,5.26738693791726,1.68613918390983,1.32946664927545,9.29947998907417,17.6042974008682
RP11-762B21.7,0.0,0.601300265988925,4.20316302783917,0.854006219424374,0.798358705872524,1.54146359286298,3.61283158438011,0.0,0.0,0.0,1.68531680385088,0.915360634241573,2.62495810289466,5.08885561638092,1.98711632185992,1.97116003818544,1.44956488260089,2.54644919330584,3.70964803602739,1.669744001208
